episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/value_loss
0.8955223880597015,0.5918367346938775,0.7577585266011301,41.833333333333336,12,0,502,502,502,False,12,1,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-13-34,1670494414,205.1282365322113,205.1282365322113,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,205.1282365322113,502,1,2.2878787517547607,"[0.8955223880597015, 0.8524590163934427, 0.6785714285714286, 0.7058823529411764, 0.7540983606557377, 0.7213114754098361, 0.6875, 0.8305084745762712, 0.5918367346938775, 0.6875, 0.8307692307692307, 0.8571428571428572]","[41, 40, 43, 42, 39, 42, 48, 40, 45, 40, 39, 43]",0.34176663423390324,406.4484585824592,0.1773682550691942,0.6077161603135097,0.0,205026.246,2.448,102.388,4902.911,502,502,502,502,51.853956834532376,13.942805755395685,2.2009468,3.3980205,1.0038732
0.9692307692307692,0.3389830508474576,0.7109595931991547,43.0,12,0,1032,530,1032,False,24,2,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-17-22,1670494642,227.26084518432617,432.3890817165375,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,432.3890817165375,1032,2,2.2878787517547607,"[0.8955223880597015, 0.8524590163934427, 0.6785714285714286, 0.7058823529411764, 0.7540983606557377, 0.7213114754098361, 0.6875, 0.8305084745762712, 0.5918367346938775, 0.6875, 0.8307692307692307, 0.8571428571428572, 0.6229508196721312, 0.6721311475409837, 0.7, 0.9, 0.6470588235294117, 0.3389830508474576, 0.9692307692307692, 0.3508771929824561, 0.6557377049180328, 0.728813559322034, 0.6229508196721312, 0.7611940298507462]","[41, 40, 43, 42, 39, 42, 48, 40, 45, 40, 39, 43, 51, 43, 42, 38, 47, 53, 38, 40, 44, 42, 44, 48]",0.34276222505826953,411.89917632731544,0.1749735352037679,0.5908588876908683,0.0,216212.307,2.387,56.065,9203.668,1032,1032,1032,530,45.44117647058823,14.414052287581699,2.189531,3.3928769,0.98618543
0.9692307692307692,0.3389830508474576,0.7239801382586127,42.80555555555556,12,0,1541,509,1541,False,36,3,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-20-47,1670494847,205.90784692764282,638.2969286441803,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,638.2969286441803,1541,3,2.2878787517547607,"[0.8955223880597015, 0.8524590163934427, 0.6785714285714286, 0.7058823529411764, 0.7540983606557377, 0.7213114754098361, 0.6875, 0.8305084745762712, 0.5918367346938775, 0.6875, 0.8307692307692307, 0.8571428571428572, 0.6229508196721312, 0.6721311475409837, 0.7, 0.9, 0.6470588235294117, 0.3389830508474576, 0.9692307692307692, 0.3508771929824561, 0.6557377049180328, 0.728813559322034, 0.6229508196721312, 0.7611940298507462, 0.7068965517241379, 0.5510204081632653, 0.7575757575757576, 0.5357142857142857, 0.6964285714285714, 0.6440677966101696, 0.9076923076923077, 0.9242424242424242, 0.8524590163934427, 0.6060606060606061, 0.9375, 0.8805970149253731]","[41, 40, 43, 42, 39, 42, 48, 40, 45, 40, 39, 43, 51, 43, 42, 38, 47, 53, 38, 40, 44, 42, 44, 48, 43, 42, 38, 43, 48, 42, 41, 39, 40, 48, 42, 43]",0.3404207281383821,412.18980004350743,0.17303738821239603,0.5806241105091697,0.0,212792.309,2.414,39.906,12872.01,1541,1541,1541,509,42.7054347826087,13.84094202898551,2.1871657,3.394386,0.97994536
1.0,0.3389830508474576,0.7480359858013291,42.4,14,0,2120,579,2120,False,50,4,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-25-34,1670495134,286.74448466300964,925.0414133071899,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,925.0414133071899,2120,4,2.2878787517547607,"[0.8955223880597015, 0.8524590163934427, 0.6785714285714286, 0.7058823529411764, 0.7540983606557377, 0.7213114754098361, 0.6875, 0.8305084745762712, 0.5918367346938775, 0.6875, 0.8307692307692307, 0.8571428571428572, 0.6229508196721312, 0.6721311475409837, 0.7, 0.9, 0.6470588235294117, 0.3389830508474576, 0.9692307692307692, 0.3508771929824561, 0.6557377049180328, 0.728813559322034, 0.6229508196721312, 0.7611940298507462, 0.7068965517241379, 0.5510204081632653, 0.7575757575757576, 0.5357142857142857, 0.6964285714285714, 0.6440677966101696, 0.9076923076923077, 0.9242424242424242, 0.8524590163934427, 0.6060606060606061, 0.9375, 0.8805970149253731, 0.6515151515151515, 0.8714285714285714, 0.5517241379310345, 0.6610169491525424, 0.9552238805970149, 0.835820895522388, 0.71875, 1.0, 0.8620689655172413, 0.7450980392156863, 0.8688524590163934, 0.8793103448275862, 0.8524590163934427, 0.8852459016393442]","[41, 40, 43, 42, 39, 42, 48, 40, 45, 40, 39, 43, 51, 43, 42, 38, 47, 53, 38, 40, 44, 42, 44, 48, 43, 42, 38, 43, 48, 42, 41, 39, 40, 48, 42, 43, 40, 42, 44, 43, 42, 43, 44, 38, 40, 45, 37, 38, 43, 40]",0.3442653501915593,418.5512281141974,0.17526731294594522,0.5859189211428161,0.0,231289.701,2.291,32.642,16236.776,2120,2120,2120,579,72.91548556430448,15.130183727034122,2.2166388,3.3823724,1.0509052
1.0,0.3389830508474576,0.7290204493634579,42.74193548387097,12,0,2650,530,2650,False,62,5,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-30-49,1670495449,314.79994225502014,1239.84135556221,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,1239.84135556221,2650,5,2.2878787517547607,"[0.8955223880597015, 0.8524590163934427, 0.6785714285714286, 0.7058823529411764, 0.7540983606557377, 0.7213114754098361, 0.6875, 0.8305084745762712, 0.5918367346938775, 0.6875, 0.8307692307692307, 0.8571428571428572, 0.6229508196721312, 0.6721311475409837, 0.7, 0.9, 0.6470588235294117, 0.3389830508474576, 0.9692307692307692, 0.3508771929824561, 0.6557377049180328, 0.728813559322034, 0.6229508196721312, 0.7611940298507462, 0.7068965517241379, 0.5510204081632653, 0.7575757575757576, 0.5357142857142857, 0.6964285714285714, 0.6440677966101696, 0.9076923076923077, 0.9242424242424242, 0.8524590163934427, 0.6060606060606061, 0.9375, 0.8805970149253731, 0.6515151515151515, 0.8714285714285714, 0.5517241379310345, 0.6610169491525424, 0.9552238805970149, 0.835820895522388, 0.71875, 1.0, 0.8620689655172413, 0.7450980392156863, 0.8688524590163934, 0.8793103448275862, 0.8524590163934427, 0.8852459016393442, 0.6274509803921569, 0.6607142857142857, 0.8035714285714286, 0.6461538461538461, 0.3928571428571429, 0.546875, 0.38983050847457623, 0.711864406779661, 0.8688524590163934, 0.7068965517241379, 0.8541666666666666, 0.5882352941176471]","[41, 40, 43, 42, 39, 42, 48, 40, 45, 40, 39, 43, 51, 43, 42, 38, 47, 53, 38, 40, 44, 42, 44, 48, 43, 42, 38, 43, 48, 42, 41, 39, 40, 48, 42, 43, 40, 42, 44, 43, 42, 43, 44, 38, 40, 45, 37, 38, 43, 40, 48, 42, 47, 42, 45, 51, 44, 41, 37, 45, 38, 50]",0.3507388176300997,427.807215325636,0.1799994186100239,0.59848383898807,0.0,247999.841,2.137,29.012,18268.325,2650,2650,2650,530,74.51231884057971,14.76521739130435,2.1372545,3.376854,0.89765507
1.0,0.3389830508474576,0.7380976845684023,42.78378378378378,12,0,3166,516,3166,False,74,6,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-35-11,1670495711,262.1219084262848,1501.9632639884949,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,1501.9632639884949,3166,6,2.2878787517547607,"[0.8955223880597015, 0.8524590163934427, 0.6785714285714286, 0.7058823529411764, 0.7540983606557377, 0.7213114754098361, 0.6875, 0.8305084745762712, 0.5918367346938775, 0.6875, 0.8307692307692307, 0.8571428571428572, 0.6229508196721312, 0.6721311475409837, 0.7, 0.9, 0.6470588235294117, 0.3389830508474576, 0.9692307692307692, 0.3508771929824561, 0.6557377049180328, 0.728813559322034, 0.6229508196721312, 0.7611940298507462, 0.7068965517241379, 0.5510204081632653, 0.7575757575757576, 0.5357142857142857, 0.6964285714285714, 0.6440677966101696, 0.9076923076923077, 0.9242424242424242, 0.8524590163934427, 0.6060606060606061, 0.9375, 0.8805970149253731, 0.6515151515151515, 0.8714285714285714, 0.5517241379310345, 0.6610169491525424, 0.9552238805970149, 0.835820895522388, 0.71875, 1.0, 0.8620689655172413, 0.7450980392156863, 0.8688524590163934, 0.8793103448275862, 0.8524590163934427, 0.8852459016393442, 0.6274509803921569, 0.6607142857142857, 0.8035714285714286, 0.6461538461538461, 0.3928571428571429, 0.546875, 0.38983050847457623, 0.711864406779661, 0.8688524590163934, 0.7068965517241379, 0.8541666666666666, 0.5882352941176471, 0.8507462686567164, 0.6764705882352942, 0.8688524590163934, 0.6949152542372881, 0.8923076923076922, 0.7058823529411764, 0.8793103448275862, 0.5084745762711864, 0.7213114754098361, 0.9076923076923077, 0.8615384615384616, 0.8524590163934427]","[41, 40, 43, 42, 39, 42, 48, 40, 45, 40, 39, 43, 51, 43, 42, 38, 47, 53, 38, 40, 44, 42, 44, 48, 43, 42, 38, 43, 48, 42, 41, 39, 40, 48, 42, 43, 40, 42, 44, 43, 42, 43, 44, 38, 40, 45, 37, 38, 43, 40, 48, 42, 47, 42, 45, 51, 44, 41, 37, 45, 38, 50, 43, 44, 42, 41, 43, 47, 42, 44, 43, 42, 45, 40]",0.356380007444997,435.1247891805263,0.18360801512617503,0.6074772556282307,0.0,250365.02,2.108,25.704,20528.37,3166,3166,3166,516,71.375,14.607758620689655,2.1909246,3.3625603,1.0192889
1.0,0.3389830508474576,0.7340387388087876,43.03488372093023,12,0,3701,535,3701,False,86,7,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-40-27,1670496027,315.8556170463562,1817.818881034851,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,1817.818881034851,3701,7,2.2878787517547607,"[0.8955223880597015, 0.8524590163934427, 0.6785714285714286, 0.7058823529411764, 0.7540983606557377, 0.7213114754098361, 0.6875, 0.8305084745762712, 0.5918367346938775, 0.6875, 0.8307692307692307, 0.8571428571428572, 0.6229508196721312, 0.6721311475409837, 0.7, 0.9, 0.6470588235294117, 0.3389830508474576, 0.9692307692307692, 0.3508771929824561, 0.6557377049180328, 0.728813559322034, 0.6229508196721312, 0.7611940298507462, 0.7068965517241379, 0.5510204081632653, 0.7575757575757576, 0.5357142857142857, 0.6964285714285714, 0.6440677966101696, 0.9076923076923077, 0.9242424242424242, 0.8524590163934427, 0.6060606060606061, 0.9375, 0.8805970149253731, 0.6515151515151515, 0.8714285714285714, 0.5517241379310345, 0.6610169491525424, 0.9552238805970149, 0.835820895522388, 0.71875, 1.0, 0.8620689655172413, 0.7450980392156863, 0.8688524590163934, 0.8793103448275862, 0.8524590163934427, 0.8852459016393442, 0.6274509803921569, 0.6607142857142857, 0.8035714285714286, 0.6461538461538461, 0.3928571428571429, 0.546875, 0.38983050847457623, 0.711864406779661, 0.8688524590163934, 0.7068965517241379, 0.8541666666666666, 0.5882352941176471, 0.8507462686567164, 0.6764705882352942, 0.8688524590163934, 0.6949152542372881, 0.8923076923076922, 0.7058823529411764, 0.8793103448275862, 0.5084745762711864, 0.7213114754098361, 0.9076923076923077, 0.8615384615384616, 0.8524590163934427, 0.6721311475409837, 0.7727272727272727, 0.6964285714285714, 0.8571428571428572, 0.5909090909090908, 0.7931034482758621, 0.5909090909090908, 0.5892857142857143, 0.71875, 0.8125, 0.7083333333333333, 0.7058823529411764]","[41, 40, 43, 42, 39, 42, 48, 40, 45, 40, 39, 43, 51, 43, 42, 38, 47, 53, 38, 40, 44, 42, 44, 48, 43, 42, 38, 43, 48, 42, 41, 39, 40, 48, 42, 43, 40, 42, 44, 43, 42, 43, 44, 38, 40, 45, 37, 38, 43, 40, 48, 42, 47, 42, 45, 51, 44, 41, 37, 45, 38, 50, 43, 44, 42, 41, 43, 47, 42, 44, 43, 42, 45, 40, 43, 43, 48, 43, 42, 44, 44, 49, 47, 44, 42, 46]",0.3619164742745679,442.7380131862356,0.18698600681033342,0.6162520250519443,0.0,259727.083,2.036,23.354,22639.509,3701,3701,3701,535,74.55755395683454,14.625419664268586,2.1075523,3.3670113,0.84809345
1.0,0.3389830508474576,0.7276816029419176,42.97959183673469,12,0,4212,511,4212,False,98,8,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-45-21,1670496321,293.8062045574188,2111.62508559227,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,2111.62508559227,4212,8,2.2878787517547607,"[0.8955223880597015, 0.8524590163934427, 0.6785714285714286, 0.7058823529411764, 0.7540983606557377, 0.7213114754098361, 0.6875, 0.8305084745762712, 0.5918367346938775, 0.6875, 0.8307692307692307, 0.8571428571428572, 0.6229508196721312, 0.6721311475409837, 0.7, 0.9, 0.6470588235294117, 0.3389830508474576, 0.9692307692307692, 0.3508771929824561, 0.6557377049180328, 0.728813559322034, 0.6229508196721312, 0.7611940298507462, 0.7068965517241379, 0.5510204081632653, 0.7575757575757576, 0.5357142857142857, 0.6964285714285714, 0.6440677966101696, 0.9076923076923077, 0.9242424242424242, 0.8524590163934427, 0.6060606060606061, 0.9375, 0.8805970149253731, 0.6515151515151515, 0.8714285714285714, 0.5517241379310345, 0.6610169491525424, 0.9552238805970149, 0.835820895522388, 0.71875, 1.0, 0.8620689655172413, 0.7450980392156863, 0.8688524590163934, 0.8793103448275862, 0.8524590163934427, 0.8852459016393442, 0.6274509803921569, 0.6607142857142857, 0.8035714285714286, 0.6461538461538461, 0.3928571428571429, 0.546875, 0.38983050847457623, 0.711864406779661, 0.8688524590163934, 0.7068965517241379, 0.8541666666666666, 0.5882352941176471, 0.8507462686567164, 0.6764705882352942, 0.8688524590163934, 0.6949152542372881, 0.8923076923076922, 0.7058823529411764, 0.8793103448275862, 0.5084745762711864, 0.7213114754098361, 0.9076923076923077, 0.8615384615384616, 0.8524590163934427, 0.6721311475409837, 0.7727272727272727, 0.6964285714285714, 0.8571428571428572, 0.5909090909090908, 0.7931034482758621, 0.5909090909090908, 0.5892857142857143, 0.71875, 0.8125, 0.7083333333333333, 0.7058823529411764, 0.6779661016949152, 0.8275862068965517, 0.8428571428571429, 0.4897959183673469, 0.6229508196721312, 0.7272727272727273, 0.5964912280701755, 0.45614035087719296, 0.7377049180327868, 0.6379310344827587, 0.847457627118644, 0.7213114754098361]","[41, 40, 43, 42, 39, 42, 48, 40, 45, 40, 39, 43, 51, 43, 42, 38, 47, 53, 38, 40, 44, 42, 44, 48, 43, 42, 38, 43, 48, 42, 41, 39, 40, 48, 42, 43, 40, 42, 44, 43, 42, 43, 44, 38, 40, 45, 37, 38, 43, 40, 48, 42, 47, 42, 45, 51, 44, 41, 37, 45, 38, 50, 43, 44, 42, 41, 43, 47, 42, 44, 43, 42, 45, 40, 43, 43, 48, 43, 42, 44, 44, 49, 47, 44, 42, 46, 43, 43, 39, 41, 39, 43, 45, 42, 47, 45, 43, 41]",0.36708664373273975,449.7307694671037,0.18981113169766337,0.6238811904711469,0.0,263992.559,1.994,21.684,24280.886,4212,4212,4212,511,74.03419023136247,14.849100257069411,2.1036909,3.348405,0.858977
1.0,0.3389830508474576,0.7303780562296046,43.07,12,0,4727,515,4727,False,110,9,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-50-27,1670496627,305.6676619052887,2417.2927474975586,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,2417.2927474975586,4727,9,2.2878787517547607,"[0.8307692307692307, 0.8571428571428572, 0.6229508196721312, 0.6721311475409837, 0.7, 0.9, 0.6470588235294117, 0.3389830508474576, 0.9692307692307692, 0.3508771929824561, 0.6557377049180328, 0.728813559322034, 0.6229508196721312, 0.7611940298507462, 0.7068965517241379, 0.5510204081632653, 0.7575757575757576, 0.5357142857142857, 0.6964285714285714, 0.6440677966101696, 0.9076923076923077, 0.9242424242424242, 0.8524590163934427, 0.6060606060606061, 0.9375, 0.8805970149253731, 0.6515151515151515, 0.8714285714285714, 0.5517241379310345, 0.6610169491525424, 0.9552238805970149, 0.835820895522388, 0.71875, 1.0, 0.8620689655172413, 0.7450980392156863, 0.8688524590163934, 0.8793103448275862, 0.8524590163934427, 0.8852459016393442, 0.6274509803921569, 0.6607142857142857, 0.8035714285714286, 0.6461538461538461, 0.3928571428571429, 0.546875, 0.38983050847457623, 0.711864406779661, 0.8688524590163934, 0.7068965517241379, 0.8541666666666666, 0.5882352941176471, 0.8507462686567164, 0.6764705882352942, 0.8688524590163934, 0.6949152542372881, 0.8923076923076922, 0.7058823529411764, 0.8793103448275862, 0.5084745762711864, 0.7213114754098361, 0.9076923076923077, 0.8615384615384616, 0.8524590163934427, 0.6721311475409837, 0.7727272727272727, 0.6964285714285714, 0.8571428571428572, 0.5909090909090908, 0.7931034482758621, 0.5909090909090908, 0.5892857142857143, 0.71875, 0.8125, 0.7083333333333333, 0.7058823529411764, 0.6779661016949152, 0.8275862068965517, 0.8428571428571429, 0.4897959183673469, 0.6229508196721312, 0.7272727272727273, 0.5964912280701755, 0.45614035087719296, 0.7377049180327868, 0.6379310344827587, 0.847457627118644, 0.7213114754098361, 0.7714285714285715, 0.6326530612244898, 0.6666666666666667, 0.7846153846153846, 0.8939393939393939, 0.8541666666666666, 0.7049180327868853, 0.7796610169491526, 0.7346938775510203, 0.8524590163934427, 0.8448275862068966, 0.6101694915254237]","[39, 43, 51, 43, 42, 38, 47, 53, 38, 40, 44, 42, 44, 48, 43, 42, 38, 43, 48, 42, 41, 39, 40, 48, 42, 43, 40, 42, 44, 43, 42, 43, 44, 38, 40, 45, 37, 38, 43, 40, 48, 42, 47, 42, 45, 51, 44, 41, 37, 45, 38, 50, 43, 44, 42, 41, 43, 47, 42, 44, 43, 42, 45, 40, 43, 43, 48, 43, 42, 44, 44, 49, 47, 44, 42, 46, 43, 43, 39, 41, 39, 43, 45, 42, 47, 45, 43, 41, 41, 46, 47, 41, 41, 38, 40, 40, 48, 42, 46, 45]",0.37676384472024127,461.27525971961927,0.1940376921692385,0.6332249571613672,0.0,268628.386,1.955,20.297,25877.35,4727,4727,4727,515,74.42216624685138,14.4639798488665,2.1384044,3.348088,0.9287207
1.0,0.38983050847457623,0.7404009326469537,43.16,12,0,5256,529,5256,False,122,10,default,762852ed357c4d35aec2a2188634f593,2022-12-08_11-55-13,1670496913,286.56183075904846,2703.854578256607,109918,ncm1024.hpc.itc.rwth-aachen.de,134.61.213.255,2703.854578256607,5256,10,2.2878787517547607,"[0.6229508196721312, 0.7611940298507462, 0.7068965517241379, 0.5510204081632653, 0.7575757575757576, 0.5357142857142857, 0.6964285714285714, 0.6440677966101696, 0.9076923076923077, 0.9242424242424242, 0.8524590163934427, 0.6060606060606061, 0.9375, 0.8805970149253731, 0.6515151515151515, 0.8714285714285714, 0.5517241379310345, 0.6610169491525424, 0.9552238805970149, 0.835820895522388, 0.71875, 1.0, 0.8620689655172413, 0.7450980392156863, 0.8688524590163934, 0.8793103448275862, 0.8524590163934427, 0.8852459016393442, 0.6274509803921569, 0.6607142857142857, 0.8035714285714286, 0.6461538461538461, 0.3928571428571429, 0.546875, 0.38983050847457623, 0.711864406779661, 0.8688524590163934, 0.7068965517241379, 0.8541666666666666, 0.5882352941176471, 0.8507462686567164, 0.6764705882352942, 0.8688524590163934, 0.6949152542372881, 0.8923076923076922, 0.7058823529411764, 0.8793103448275862, 0.5084745762711864, 0.7213114754098361, 0.9076923076923077, 0.8615384615384616, 0.8524590163934427, 0.6721311475409837, 0.7727272727272727, 0.6964285714285714, 0.8571428571428572, 0.5909090909090908, 0.7931034482758621, 0.5909090909090908, 0.5892857142857143, 0.71875, 0.8125, 0.7083333333333333, 0.7058823529411764, 0.6779661016949152, 0.8275862068965517, 0.8428571428571429, 0.4897959183673469, 0.6229508196721312, 0.7272727272727273, 0.5964912280701755, 0.45614035087719296, 0.7377049180327868, 0.6379310344827587, 0.847457627118644, 0.7213114754098361, 0.7714285714285715, 0.6326530612244898, 0.6666666666666667, 0.7846153846153846, 0.8939393939393939, 0.8541666666666666, 0.7049180327868853, 0.7796610169491526, 0.7346938775510203, 0.8524590163934427, 0.8448275862068966, 0.6101694915254237, 0.6964285714285714, 0.9215686274509804, 0.7843137254901961, 0.48275862068965514, 0.9107142857142857, 0.7966101694915254, 0.75, 0.6911764705882353, 0.7857142857142857, 0.6949152542372881, 0.9180327868852459, 0.84375]","[44, 48, 43, 42, 38, 43, 48, 42, 41, 39, 40, 48, 42, 43, 40, 42, 44, 43, 42, 43, 44, 38, 40, 45, 37, 38, 43, 40, 48, 42, 47, 42, 45, 51, 44, 41, 37, 45, 38, 50, 43, 44, 42, 41, 43, 47, 42, 44, 43, 42, 45, 40, 43, 43, 48, 43, 42, 44, 44, 49, 47, 44, 42, 46, 43, 43, 39, 41, 39, 43, 45, 42, 47, 45, 43, 41, 41, 46, 47, 41, 41, 38, 40, 40, 48, 42, 46, 45, 48, 45, 43, 52, 47, 46, 40, 40, 40, 43, 39, 46]",0.3871262419842097,472.9622070516054,0.19912814276507007,0.6463294309921791,0.0,270425.264,1.944,19.803,26540.923,5256,5256,5256,529,73.78947368421052,14.232368421052632,2.1345654,3.3400123,0.92911845
