,,,time,reward,length,instance,episode,checkpoint
0,3x3_13_inst,4,0.17508745193481445,1.0,9,3x3_13_inst,0,3x3_13_inst/0
0,3x3_13_inst,5,0.19393563270568848,1.0,9,3x3_13_inst,0,3x3_13_inst/0
0,3x3_13_inst,6,0.2971031665802002,1.0,9,3x3_13_inst,0,3x3_13_inst/0
0,3x3_13_inst,7,0.18451142311096191,1.0,9,3x3_13_inst,0,3x3_13_inst/0
0,3x3_13_inst,8,0.1835188865661621,1.0,9,3x3_13_inst,0,3x3_13_inst/0
0,3x3_13_inst,9,0.18897604942321777,1.0,9,3x3_13_inst,0,3x3_13_inst/0
0,3x3_13_inst,10,0.2137761116027832,1.0,9,3x3_13_inst,0,3x3_13_inst/0
0,3x3_14_inst,1,0.21526360511779785,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,2,0.2157599925994873,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,3,0.2217111587524414,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,4,0.19591903686523438,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,5,0.1835184097290039,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,6,0.3343040943145752,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,7,0.18500876426696777,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,8,0.19740724563598633,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,9,0.1825268268585205,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_14_inst,10,0.24403071403503418,1.0,9,3x3_14_inst,0,3x3_14_inst/0
0,3x3_15_inst,1,0.4116795063018799,1.0,10,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,2,0.5074069499969482,1.0,10,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,3,0.5594873428344727,1.0,10,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,4,0.2961118221282959,1.0,9,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,5,0.4677283763885498,1.0,9,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,6,0.279742956161499,1.0,9,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,7,0.4062232971191406,1.0,9,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,8,0.2708158493041992,1.0,9,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,9,0.4845907688140869,1.0,9,3x3_15_inst,0,3x3_15_inst/0
0,3x3_15_inst,10,0.29263973236083984,1.0,9,3x3_15_inst,0,3x3_15_inst/0
0,3x3_16_inst,1,0.2489910125732422,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,2,0.4459035396575928,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,3,0.2147676944732666,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,4,0.24353575706481934,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,5,0.29462313652038574,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,6,0.21129631996154785,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,7,0.24552011489868164,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,8,0.2117903232574463,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,9,0.18203258514404297,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_16_inst,10,0.18302392959594727,1.0,9,3x3_16_inst,0,3x3_16_inst/0
0,3x3_17_inst,1,0.2559361457824707,0.8888888888888888,9,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,2,0.5758562088012695,0.8888888888888888,9,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,3,0.877422571182251,1.0,10,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,4,0.8193910121917725,1.0,10,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,5,0.5252628326416016,1.0,10,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,6,0.4880635738372803,1.0,10,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,7,0.4146556854248047,1.0,10,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,8,0.3645613193511963,1.0,10,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,9,0.3333125114440918,1.0,10,3x3_17_inst,0,3x3_17_inst/0
0,3x3_17_inst,10,0.35364770889282227,1.0,10,3x3_17_inst,0,3x3_17_inst/0
0,3x3_18_inst,1,0.30255889892578125,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,2,0.36158251762390137,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,3,0.3040475845336914,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,4,0.5193114280700684,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,5,0.25543951988220215,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,6,0.4493753910064697,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,7,0.32587146759033203,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,8,0.2990875244140625,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,9,0.37695860862731934,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_18_inst,10,0.3010718822479248,1.0,10,3x3_18_inst,0,3x3_18_inst/0
0,3x3_19_inst,1,0.3090054988861084,0.9090909090909091,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,2,0.39084744453430176,1.0,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,3,0.23312044143676758,1.0,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,4,0.3159499168395996,1.0,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,5,0.533200740814209,1.0,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,6,0.257920503616333,1.0,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,7,0.5267508029937744,1.0,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,8,0.20732784271240234,1.0,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,9,0.2207202911376953,1.0,9,3x3_19_inst,0,3x3_19_inst/0
0,3x3_19_inst,10,0.26139092445373535,1.0,9,3x3_19_inst,0,3x3_19_inst/0
1,3x3_0_inst,1,0.19492626190185547,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,2,0.21129679679870605,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,3,0.24601435661315918,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,4,0.21228718757629395,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,5,0.1835191249847412,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,6,0.257920503616333,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,7,0.2341136932373047,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,8,0.20931053161621094,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,9,0.18699193000793457,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_0_inst,10,0.23758459091186523,1.0,9,3x3_0_inst,1,3x3_0_inst/1
1,3x3_1_inst,1,0.21823859214782715,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,2,0.2321305274963379,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,3,0.26833558082580566,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,4,0.19492840766906738,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,5,0.21823978424072266,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,6,0.2792477607727051,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,7,0.19641590118408203,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,8,0.18599987030029297,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,9,0.339263916015625,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_1_inst,10,0.1716148853302002,1.0,9,3x3_1_inst,1,3x3_1_inst/1
1,3x3_2_inst,1,0.19294285774230957,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,2,0.24948716163635254,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,3,0.24303817749023438,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,4,0.19641757011413574,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,5,0.22915124893188477,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,6,0.24452805519104004,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,7,0.2227039337158203,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,8,0.2107996940612793,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,9,0.23262333869934082,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_2_inst,10,0.21129560470581055,1.0,9,3x3_2_inst,1,3x3_2_inst/1
1,3x3_3_inst,1,0.18699121475219727,0.9090909090909091,9,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,2,0.3571193218231201,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,3,0.3352954387664795,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,4,0.30156779289245605,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,5,0.3090085983276367,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,6,0.24750328063964844,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,7,0.2981069087982178,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,8,0.34968113899230957,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,9,0.26833534240722656,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_3_inst,10,0.4166395664215088,1.0,10,3x3_3_inst,1,3x3_3_inst/1
1,3x3_4_inst,1,0.29363203048706055,0.9545454545454546,10,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,2,0.5252628326416016,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,3,0.2812318801879883,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,4,0.34273457527160645,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,5,0.2599039077758789,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,6,0.3060319423675537,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,7,0.38192105293273926,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,8,0.23609638214111328,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,9,0.34372878074645996,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_4_inst,10,0.28172755241394043,1.0,9,3x3_4_inst,1,3x3_4_inst/1
1,3x3_5_inst,1,0.23510432243347168,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,2,0.4493741989135742,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,3,0.2509751319885254,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,4,0.2167518138885498,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,5,0.4587993621826172,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,6,0.23311948776245117,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,7,0.19145607948303223,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,8,0.2961103916168213,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,9,0.20534372329711914,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_5_inst,10,0.22220730781555176,1.0,9,3x3_5_inst,1,3x3_5_inst/1
1,3x3_6_inst,1,0.2088148593902588,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,2,0.2608950138092041,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,3,0.24998259544372559,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,4,0.21724820137023926,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,5,0.249983549118042,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,6,0.22667145729064941,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,7,0.2227034568786621,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,8,0.21923136711120605,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,9,0.23659110069274902,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_6_inst,10,0.22270417213439941,1.0,9,3x3_6_inst,1,3x3_6_inst/1
1,3x3_7_inst,1,0.22815847396850586,0.9333333333333333,9,3x3_7_inst,1,3x3_7_inst/1
1,3x3_7_inst,2,0.46673583984375,0.9333333333333333,9,3x3_7_inst,1,3x3_7_inst/1
1,3x3_7_inst,3,0.35463762283325195,0.9333333333333333,9,3x3_7_inst,1,3x3_7_inst/1
