,,,time,reward,length,instance,episode,checkpoint
0,10x10_0_inst,10x10_9_inst,69.2885856628418,0.7411764705882353,130,10x10_9_inst,0,10x10_0_inst/0
0,10x10_1_inst,10x10_9_inst,60.486163854599,0.7411764705882353,117,10x10_9_inst,0,10x10_1_inst/0
0,10x10_2_inst,10x10_9_inst,55.3525013923645,0.8823529411764706,104,10x10_9_inst,0,10x10_2_inst/0
0,10x10_3_inst,10x10_9_inst,56.77558660507202,0.8235294117647058,100,10x10_9_inst,0,10x10_3_inst/0
0,10x10_4_inst,10x10_9_inst,50.4788818359375,0.8235294117647058,100,10x10_9_inst,0,10x10_4_inst/0
0,10x10_5_inst,10x10_9_inst,50.254637241363525,0.8470588235294118,100,10x10_9_inst,0,10x10_5_inst/0
0,10x10_6_inst,10x10_9_inst,58.22567367553711,0.5529411764705883,100,10x10_9_inst,0,10x10_6_inst/0
0,10x10_7_inst,10x10_9_inst,45.56507658958435,0.9058823529411765,100,10x10_9_inst,0,10x10_7_inst/0
0,10x10_8_inst,10x10_9_inst,46.8157594203949,0.9647058823529412,101,10x10_9_inst,0,10x10_8_inst/0
0,10x10_9_inst,10x10_9_inst,64.32490420341492,0.6588235294117647,113,10x10_9_inst,0,10x10_9_inst/0
0,10x10_10_inst,10x10_9_inst,52.35955262184143,0.8235294117647058,106,10x10_9_inst,0,10x10_10_inst/0
0,10x10_11_inst,10x10_9_inst,52.874544620513916,0.8117647058823529,108,10x10_9_inst,0,10x10_11_inst/0
0,10x10_12_inst,10x10_9_inst,54.48683142662048,0.8941176470588236,107,10x10_9_inst,0,10x10_12_inst/0
0,10x10_13_inst,10x10_9_inst,59.59467101097107,0.6470588235294117,107,10x10_9_inst,0,10x10_13_inst/0
0,10x10_14_inst,10x10_9_inst,60.21622037887573,0.7411764705882353,106,10x10_9_inst,0,10x10_14_inst/0
0,10x10_15_inst,10x10_9_inst,52.34652543067932,0.8235294117647058,103,10x10_9_inst,0,10x10_15_inst/0
0,10x10_16_inst,10x10_9_inst,55.80289006233215,0.611764705882353,101,10x10_9_inst,0,10x10_16_inst/0
0,10x10_17_inst,10x10_9_inst,56.347577810287476,0.8,100,10x10_9_inst,0,10x10_17_inst/0
0,10x10_18_inst,10x10_9_inst,61.16951942443848,0.7764705882352941,106,10x10_9_inst,0,10x10_18_inst/0
0,10x10_19_inst,10x10_9_inst,61.35313963890076,0.8,105,10x10_9_inst,0,10x10_19_inst/0
0,10x10_0_inst,10x10_10_inst,62.19710421562195,0.712962962962963,112,10x10_10_inst,0,10x10_0_inst/0
0,10x10_1_inst,10x10_10_inst,60.972368240356445,0.6111111111111112,109,10x10_10_inst,0,10x10_1_inst/0
0,10x10_2_inst,10x10_10_inst,53.89735174179077,0.8240740740740741,101,10x10_10_inst,0,10x10_2_inst/0
0,10x10_3_inst,10x10_10_inst,60.11036443710327,0.5740740740740741,101,10x10_10_inst,0,10x10_3_inst/0
0,10x10_4_inst,10x10_10_inst,51.1042754650116,0.8981481481481481,100,10x10_10_inst,0,10x10_4_inst/0
0,10x10_5_inst,10x10_10_inst,52.03000235557556,0.8796296296296297,100,10x10_10_inst,0,10x10_5_inst/0
0,10x10_6_inst,10x10_10_inst,55.70506405830383,0.8796296296296297,100,10x10_10_inst,0,10x10_6_inst/0
0,10x10_7_inst,10x10_10_inst,46.05899739265442,0.8611111111111112,100,10x10_10_inst,0,10x10_7_inst/0
0,10x10_8_inst,10x10_10_inst,61.38993287086487,0.6851851851851851,108,10x10_10_inst,0,10x10_8_inst/0
0,10x10_9_inst,10x10_10_inst,58.03391408920288,0.8148148148148149,102,10x10_10_inst,0,10x10_9_inst/0
0,10x10_10_inst,10x10_10_inst,59.349454164505005,0.7962962962962963,112,10x10_10_inst,0,10x10_10_inst/0
0,10x10_11_inst,10x10_10_inst,60.77946758270264,0.6111111111111112,107,10x10_10_inst,0,10x10_11_inst/0
0,10x10_12_inst,10x10_10_inst,60.66744422912598,0.6851851851851851,104,10x10_10_inst,0,10x10_12_inst/0
0,10x10_13_inst,10x10_10_inst,60.705161333084106,0.7777777777777778,106,10x10_10_inst,0,10x10_13_inst/0
0,10x10_14_inst,10x10_10_inst,58.32012462615967,0.787037037037037,108,10x10_10_inst,0,10x10_14_inst/0
0,10x10_15_inst,10x10_10_inst,52.98834824562073,0.8055555555555556,100,10x10_10_inst,0,10x10_15_inst/0
0,10x10_16_inst,10x10_10_inst,49.591312408447266,0.8333333333333334,100,10x10_10_inst,0,10x10_16_inst/0
0,10x10_17_inst,10x10_10_inst,51.40256333351135,0.8796296296296297,102,10x10_10_inst,0,10x10_17_inst/0
0,10x10_18_inst,10x10_10_inst,57.08301377296448,0.7222222222222222,102,10x10_10_inst,0,10x10_18_inst/0
0,10x10_19_inst,10x10_10_inst,61.105650424957275,0.75,101,10x10_10_inst,0,10x10_19_inst/0
0,10x10_0_inst,10x10_11_inst,72.01994943618774,0.5402298850574713,122,10x10_11_inst,0,10x10_0_inst/0
0,10x10_1_inst,10x10_11_inst,62.99489092826843,0.7126436781609196,108,10x10_11_inst,0,10x10_1_inst/0
0,10x10_2_inst,10x10_11_inst,56.48849678039551,0.8045977011494253,100,10x10_11_inst,0,10x10_2_inst/0
0,10x10_3_inst,10x10_11_inst,58.83328557014465,0.7586206896551724,100,10x10_11_inst,0,10x10_3_inst/0
0,10x10_4_inst,10x10_11_inst,55.35916709899902,0.7816091954022988,100,10x10_11_inst,0,10x10_4_inst/0
0,10x10_5_inst,10x10_11_inst,54.76735258102417,0.7816091954022988,100,10x10_11_inst,0,10x10_5_inst/0
0,10x10_6_inst,10x10_11_inst,64.74048924446106,0.6896551724137931,101,10x10_11_inst,0,10x10_6_inst/0
0,10x10_7_inst,10x10_11_inst,58.52180361747742,0.7586206896551724,100,10x10_11_inst,0,10x10_7_inst/0
0,10x10_8_inst,10x10_11_inst,52.23111438751221,0.6896551724137931,104,10x10_11_inst,0,10x10_8_inst/0
0,10x10_9_inst,10x10_11_inst,54.96730899810791,0.7241379310344828,103,10x10_11_inst,0,10x10_9_inst/0
0,10x10_10_inst,10x10_11_inst,60.759072065353394,0.7126436781609196,107,10x10_11_inst,0,10x10_10_inst/0
